,name,type,ingredient,abv,volume,description,imageURL
128,진맥 소주,증류주,통밀 소주원액,40%,200ml,"진맥은 밀을 뜻하는 한자어로, 안동 맹개마을에서 재배한 유기농 통밀을 상압 증류해 만든 전통 수제 방식 소주이다. 부드러운 맛과 향이 느껴지며, 밀 소주의 고소함과 감칠맛이 있다.",https://thesool.com/common/imageView.do?targetId=PR00000516&targetNm=PRODUCT
129,진맥소주 22%,증류주,유기농 우리밀 100%,22%,375ml,"진맥소주는 안동 명개마을에서 직접 재배한 유기농 통밀로 상압 증류한 전통 수제 방식의 국내 유일의 밀로 만든 소주입니다. 밀 씨앗을 뿌리는 것부터 술을 병에 담기까지는 한결같은 정성이 깃듭니다. 진맥소주 한 병에는 2년의 가다림, 5평방미터의 밀밭 그리고 농부의 한 말 땀방울이 담겨 있습니다. 건강한 밀은 고유의 꽃향기를 지닌 우아한 술이 됩니다. 향긋한 밀꽃과 참꽃 향기는 자연이 우리에게 선사하는 최고의 선물입니다.",https://thesool.com/common/imageView.do?targetId=PR00000685&targetNm=PRODUCT
130,"진심홍삼인삼주 38%, 19%",증류주,"국내산 쌀, 국내산 지초",19%38%,"19-375ml,38-750ml","우리나라의 기록에 인삼주가 처음 등장한 것은 &amp;lt;임원십육지&amp;gt;이다. 인삼주는 우리나라에서만 생산되는 고유의 전통주로, 고려인삼의 역사와 함께 오랜 세월에 걸쳐 뿌리를 내려왔다. 인삼주에는 누룩과 밑술에 인삼을 넣어 빚은 약주와 우리일상에서 접하고 쉽게 빚을 수 있는 증류주에 수삼을 넣어 장기간 숙성시킨 인삼주가 있다. 홍삼을 첨가하여 인삼증류주를 제조하는 특허기술로 빚었으며 38%의 진심홍삼인삼주는 고려인삼의 우수성을 알리고자 인삼을 통째로 넣었다. 이보다 도수를 낮춘 19% 홍삼주는 6년근 홍삼액과 인삼침출액이 10.3% 함유되어있다. 목 넘김이 부드럽고 홍삼과 인삼의 깊은 향을 느낄 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000589&targetNm=PRODUCT
131,징기스칸,증류주,레드와인,40%,375ml,레드와인을 감압식 증류하여 38도로 만든 브랜디입니다. 미국 캘리포니아산 오크통에서 5년간 숙성하여 브랜디 마니아의 입맛에 맞추었다. 진한 스모키향과 연갈색 색깔은 소비자의 입맛을 유혹한다,https://thesool.com/common/imageView.do?targetId=PR00000556&targetNm=PRODUCT
132,천비향 화주,증류주,"국내산 쌀, 누룩",40%,375ml,"&quot;천비향 화주&quot;는 오양주기법으로 제조한 약주를 증류한 제품이다 오랜 전통방식인 오양주 제조기법으로 만든다. 오양주라고 하면 &quot;술을 5회에 걸쳐 빚는다&quot;는 뜻으로, 또는 술 빚는 법에 따른 분류법을 가리키는 것으로 인식되어 왔다. 우리 술은 술 빚는 횟수에 따라 단양주, 이양주, 삼양주, 사양주, 오양주 등으로 구분하기 때문이다. 그 만큼 술을 빚는 이의 정성이 들어간 술이 오양주이다. &quot;천비향 화주&quot;는 천비향 약주를 4번 증류하고 1년 이상 숙성한 제품으로 25%, 40%, 53%로 알코올 도수를 나누어 출시된다. 천비향 오양주를 기반으로 증류한 제품이라 향미의 잠재력도 깊고 맛도 입체감 있다. 특히 탄 향이 없이 깔끔하게 내린 가운데서도 감칠맛과 깊이가 느껴지는 고급 증류주이다. &quot;천비향 화주&quot;는 상온에서 마실 때 제품의 풍미를 그대로 느낄 수 있는 증류주이다. 알코올도수 40%의 고도주이나 목 넘김이 좋고 입안에 향이 오래도록 남는다. 가볍게 마시려면 얼음을 넣어 온더락으로 마시거나 주스 또는 과일청에 섞어 칵테일로 마셔도 좋다.",https://thesool.com/common/imageView.do?targetId=PR00000541&targetNm=PRODUCT
133,천지향 증류주,증류주,국내산 복분자,40%,500ml,무농약 친환경 복분자로 빚은 복분자주를 5년의 연구를 거친 특허공법으로 증류해 만든 세계유일의 복분자 브랜디로 40도의 높은 도수임에도 혀끝을 감싸는 부드러운 맛과 브랜디 특유의 바디감이 특징이다.,https://thesool.com/common/imageView.do?targetId=PR00000591&targetNm=PRODUCT
134,추사40,증류주,"사과증류원액, 정제수",40%,500ml,"농업회사법인 예산사과와인에서 직접 재배한 사과를 증류하여 프랑스의 칼바도스와 동일하게 오크통 숙성한 사과증류주이다. 2010년부터 연구 개발하여 7년 만에 출시한 제품이다. 가당하지 않고 사과를 발효, 상압 다단식 동증류기를 사용하여 두 번 증류하여 오크통에 숙성한 제품으로 사과의 은은한 풍미가 느껴지며 바닐라 향과 초콜릿 향이 나며 뒤끝이 깨끗한 술이다.",https://thesool.com/common/imageView.do?targetId=PR00000555&targetNm=PRODUCT
135,추사47,증류주,"예산사과(100%), 효모",47%,500ml,예산사과와인에서 직접 재배한 사과를 증류한 사과증류주입니다. 2500일이 넘는 기다림을 통해 탄생한 추사47은 첨가물 없이 하나의 오크통을 선별 후 그대로 추출해 세상에 단 400병만 존재합니다. 부드러운 바닐라향과 사과향의 풍미를 느낄 수 있습니다.,https://thesool.com/common/imageView.do?targetId=PR00000473&targetNm=PRODUCT
136,추사백25,증류주,"증류원액(사과증류원액, 사과: 국내산), 정제수",25%,350ml,사과를 발효하여 진공저온 증류한 소주형태의 사과증류주이다. 증류 후 일체의 주정이나 감미료를 넣지 않아 사과의 은은한 풍미가 느껴지며 증류 과정에서 메탄올 등 숙취 원인물질을 제거하여 뒤끝이 깨끗한 술이다. 저온 증류하여 상큼한 사과향이 풍부하게 살아있어 상쾌하고 깔끔하며 부드럽니다. 한식과도 잘 어울리며 다양한 칵테일로 즐기기에도 좋다.,https://thesool.com/common/imageView.do?targetId=PR00000754&targetNm=PRODUCT
137,추사백40 사과 증류식 소주,증류주,,40%,500ml,추사백은 사과를 세척하여 착즙 후 알코올 도수를 높이기 위해 약 8% 당분을 가당하여 30일 동안 발효하여 감압 방식 증류기로 저온 증류한 술이다.,https://thesool.com/common/imageView.do?targetId=PR00000788&targetNm=PRODUCT
138,추성주,증류주,"국내산 쌀, 국내산 한약재",25%,350ml,"추성주는 고려시대 담양 연동사에서 스님이 밥에 약초를 섞어 발효시킨데서 유래되었으며 조선 선조때는 ‘신선주’, ‘제세팔선주’로도 불리기도 했다. 쌀과 멥쌀을 기본적인 원료로 구기자, 오미자, 산약 등 10여 가지 한약재를 넣어 100일 이상 숙성시킨 증류주로서 약초들의 은은한 향취가 좋으며 탈취 및 항균작용이 있는 대나무 숯으로 여과하여 뒤끝이 깨끗하고 부드럽다.",https://thesool.com/common/imageView.do?targetId=PR00000574&targetNm=PRODUCT
139,커피냑,증류주,"커피생두, 백설탕, 효모, 정제수, 클로로겐산",40%,200ml,"커피 와인을 증류하여 만든 최초의 커피 브랜디. 쌉쌀하면서도 새큼한 산미와 은은한 커피 향이 일품이며, 끝 맛은 달달하여 술 한 모금에 다채로운 맛을 즐길 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000523&targetNm=PRODUCT
140,커피와인 톡시,증류주,커피생두 발효액,11%,200ml,그린빈(커피생두)을 발효시켜 만든 커피와인이다. 제주 화산송이로 숙성하여 목넘김이 부드럽고 커피의 향과 와인맛을 동시에 느낄 수 있다.,https://thesool.com/common/imageView.do?targetId=PR00000521&targetNm=PRODUCT
141,키위술,증류주,"그린키위, 골드키위",40%,500ml,제주산 그린키위와 골드키위로 빚은 증류주이다. 유럽식 가향 증류주 슈냅스(Schnapps) 제조방식을 사용하여 원재료인 키위의 향을 그대로 느낄 수 있고 고도수 술임에도 오랜 숙성 기간으로 끝맛이 상큼해 부담없이 마시기 좋은 술이다.,https://thesool.com/common/imageView.do?targetId=PR00000520&targetNm=PRODUCT
142,한비 오가피술,증류주,"국내산 쌀, 누룩, 가시오가피 뿌리, 정제수",35%,"375ml,750ml","한비 오가피술""은 국내산 쌀을 발효하여 증류한 후 10년생 친환경 가시오가피 뿌리와 함께 숙성시킨 전통주이다 재료로 쓰이는 오가피는 국내에서 유일하게 농산물우수관리인증(GAP)을 받은 것으로 중국산 오가피에 비해 약효성분이 6배나 더 함유하고 있다고 한다. 인공첨가물을 넣지 않고 전통기법으로 제조하여 알코올 도수 35%의 고도주이나 부드럽게 마실 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000548&targetNm=PRODUCT
143,한산 소곡화주,증류주,"찹쌀, 멥쌀, 누룩",41%,"300ml,500ml",한산소곡주를 소줏고리에 불을 지펴서 증류하여 만든 술로 소곡화주 또는 불소곡주라고도 불립니다. 한산소곡화주는 국내산 찹쌀과 누룩을 주원료로 빚은 한산소곡주를 한 방울 한 방울 정성을 다하여 증류시켜 만든 고도주(高度酒)입니다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급원주을 사용하기 때문에 그 맛과 향이 어느 술보다 뛰어납니다. 2016년 대한민국 우리술품평회 일반증류주 부문에서 장려상을 수상하였습니다.,https://thesool.com/common/imageView.do?targetId=PR00000472&targetNm=PRODUCT
144,한산예담은 한산소곡화주,증류주,"찹쌀, 멥쌀, 누룩, 대두, 구절초",41%,500ml,한산소곡주를 소줏고리에 불을 지펴서 증류하여 만든 술로 소곡화주 또는 불소곡주라고도 불립니다. 한산소곡화주는 국내산 찹쌀과 누룩을 주원료로 빚은 한산소곡주를 한방울 한방울 정성을 다하여 증류시켜 만든 고도주(高度酒)입니다. 강한 첫맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급원주을 사용하기 때문에 그 맛과 향이 어느 술보다 뛰어납니다. 2016년 대한민국 우리술품평회 일반증류주 부문에서 장려상을 수상하였습니다.,https://thesool.com/common/imageView.do?targetId=PR00000478&targetNm=PRODUCT
145,한주,증류주,"국내산 쌀, 밀누룩, 정제수",35%,"360ml,500ml","한주는 조선시대 선조들의 ‘로주두말빚이(露酒二斗方)’ 비법을 옥천의 물과 쌀로 재현한 전통 증류식 소주다. ‘로주’란 찹쌀과 멥쌀로 술을 빚은 후 이를 다시 땀을 내듯 증류시킨다는 뜻에서 유래된 말이다. 땀을 내듯 증류시킨다는 뜻으로 한주(汗酒), 이슬같이 받아낸다는 의미로 로주(露酒)라고도 불린다. 서울시 무형문화재 제2호 송절주의 기능보유자 故박아지 여사와 며느리 이성자 선생에 의해 계승 발전되어 왔다. 한번 맛을 보면 일반 소주보다 명렬한 기운에 금세 흥취가 오르지만 뒤끝이 없이 맑게 깨 다시 찾게 되는 매력이 장점이다. 1994년부터 본격적으로 시판되고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000542&targetNm=PRODUCT
146,해방주,증류주,해방풍연한잎(국내산),18.8%,375ml,"영덕군 지역 특산물인 바닷가의 방풍나물과 국내산 쌀로 저온 숙성 발효시킨 전통 발효주로 부드럽고 목넘김이 좋습니다. 자연 그대로의 신선한 향을 음미할 수 있으며, 순하고 상큼한 맛을 즐길 수 있습니다.",https://thesool.com/common/imageView.do?targetId=PR00000525&targetNm=PRODUCT
147,혼,증류주,문경사과(국내산),22%,375ml,"원재료 본연의 풍미를 유지하기 위해 1,2차에 걸친 숙성과정을 거칩니다. 증류 후 1차 숙성을 거친 뒤 원하는 도수를 맞추기 위해 물을 타는 것이 아니라 희석시켜 2차로 숙성 과정을 한 번 더 거치면 미리 탄 물이 오랜 숙성 과정에서 알코올과 화학적 결합을 한다. 이런 제조 방식을 거쳐 깔끔하고 부드러운 목넘김이 느껴지며 술을 삼킨 후에도 여운이 남는 깊은 풍미를 자랑한다.",https://thesool.com/common/imageView.do?targetId=PR00000526&targetNm=PRODUCT
148,"화요 41%, 25%, 17%",증류주,국내산 쌀,41%25%17%,"375ml,500ml,750ml","증류소주의 부흥과 발전을 위하여 출시된 화요는 국내산 쌀과 천연암반수를 사용하여 깨끗하고 다양한풍미를 즐길 수 있으며 옹기숙성, 감압증류방식, 미생물활용 등 전통을 유지하되 현대인의 입맛에 맞게 제조되었다. 화요 41%는 높은 도수에 비해 특유의 부드러운 맛과 깊은 향이 있어 스트레이트로 마셨을 때 맛과 향을 가장 잘 느낄 수 있고, 화요 25%는 화요의 부드러움과 원재료인 쌀 특유의 풍미를 담아냈다. 스트레이트로 마셔도 좋지만 뜨거운 물과 6:4의 비율로 섞어 마시는 것도 좋다. 화요 17%는 맛과 향은 그대로 담고 보다 젊고 고급스러운 감각을 더했다.",https://thesool.com/common/imageView.do?targetId=PR00000592&targetNm=PRODUCT
149,화주,증류주,"국내산 쌀, 홍삼농축액, 정제수",25%,375ml,"""화주""는 한 모금 입에 머금으면 무겁지 않은 알싸한 맛이 퍼지며 은은한 홍삼향이 느껴진다. 국내산 쌀을 원료로 발효, 숙성, 증류한 후 최상급 6년근 홍삼 농축액으로 브랜딩하고 숙성과정을 거쳐 홍삼의 떫은 맛이 느껴지지 않고 은은하고 깨끗한 풍미가 입안에 남는 술이다.",https://thesool.com/common/imageView.do?targetId=PR00000545&targetNm=PRODUCT
1,SSOA-포도,"리큐르, 기타주류",국내산 포도,5%,355ml,포도주를 이용한 특유한 스파클링와인으로서 우수한 포천포도를 와인으로 제조하여 뛰어난 맛과 향을 느낄 수 있으며 탄산의 시원함을 동시에 느낄 수 있고 목넘김이 아주 좋은 것이 특징이다.,https://thesool.com/common/imageView.do?targetId=PR00000644&targetNm=PRODUCT
2,경기전,"리큐르, 기타주류","국내산 보리, 맥아, 호프펠렛, 효모, 정제효소제, 정제수",5%,1000ml,"""경기전""은 수줍은 붉은 빛이 매력적인 술로 국내산 보리 특유의 맛과 향이 그대로 배어 있다. 혀에 닿는 순간 고소한 비스킷의 맛, 그리고 입안에 감기는 허브의 쓴맛과 소나무에서 느껴지는 흙 내음이 조화를 이루고 있다. 제조사 전주술로시티는 3013년 설립 때부터 국산보리를 원료로 사용하여 제품을 생산하였으며 2018년부터는 전북의 무농약 보리를 사용하여 보다 자연친화적이고 맛 있는 술을 생산하고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000613&targetNm=PRODUCT
3,공주알밤 왕밤주,"리큐르, 기타주류","공주밤(국내산), 백미(국내산), 아스파탐",6%,750ml,공주알밤 왕밤주는 공주 알밤을 볶아서 빚은 후 저온에서 발효했다. 순하고 부드러운 맛이 일품이며 구수한 알밤맛과 부드러운 목 넘김이 특징이다. 곡물의 달달함과 고소함이 잘 어우러지며 고소한 군밤향이 오래 남는다.,https://thesool.com/common/imageView.do?targetId=PR00000626&targetNm=PRODUCT
4,과하주23,"리큐르, 기타주류",쌀 100%,23%,"400ml,700ml,1000ml","400여 년 전 임진왜란(1592년)때 명나라의 원병장 이여송이 김천을 지날 때 그 샘물 맛을 보고 중국 금릉의 과하천의 물맛과 같다고 칭송하여 이때부터 이 샘을 과하천이라 부르게 되었고, 그 샘물로 빚은 술을 과하주라 하였다. 이후 과하주가 한양까지 알려져 임금께 진상하였으며 김천을 대표하는 전통명주로 전례되어 일본에까지 널리 알려졌다고 한다. 광복 후에는 지역특산물로 가내양조 규모로 명맥을 유지하다 6.25 전쟁 후 자취를 감추었다. 그러다 1984년 당시 김천문화원장 송재성이 과하주의 복원에 성공하여 지금에 이르렀다. 김천 과하주는 경북 김천의 맑은 샘물과 토종 멥쌀 그리고 엄선한 곡자원료를 사용하여 전통비법으로 저온 장기발효를 통해 숙성된 술이다. 투명한 황갈색에 고유한 감미와 산미가 있다. 한 여름에도 술맛의 변화가 없고 차게해서 마시면 더욱 좋아 오래전 궁중과 사대부집 등 상류층이 즐기던 고급술이다.",https://thesool.com/common/imageView.do?targetId=PR00000635&targetNm=PRODUCT
5,괴산 세종 찰옥수수 전통주,"리큐르, 기타주류","정제수, 백미, 국, 옥수수분, 전분당, 조제종국, 효모, 조효소제, 치자색소,젖산, 아스파탐, 아세설팜칼륨,허브후레바E, 누룽지향, 구연산",6%,750ml,"괴산 지역 특산물인 &quot;대학찰옥수수&quot;를 사용해 옥수수의 식이성 섬유질이 다량으로 함유되었다. 쌀, 찰옥수수 밀가루를 배합해 원료를 발효시킨 막걸리형 전통주로, 찰옥수수의 구수하고 부드러운 맛이 은은하게난다. 걸쭉하고 진득한 질감을 가졌지만 부드러운 목 넘김을 가졌다.",https://thesool.com/common/imageView.do?targetId=PR00000615&targetNm=PRODUCT
6,금과 명주,"리큐르, 기타주류","사과증류주, 고과당, 사과향, 카라멜",40%,750ml,경북 의성 사과와 옹기 항아리를 사용해 사과 브랜디의 깊은 맛과 향을 냈다. 사과의 단맛 속에 숨어있던 쌉싸름한 맛과 상큼함을 느낄 수 있으며 중후한 향이 난다.,https://thesool.com/common/imageView.do?targetId=PR00000617&targetNm=PRODUCT
7,꿀샘 16,"리큐르, 기타주류","정제수, 주정, 설탕, 천연꿀, 생강, 구연산",16%,375ml,"천연 벌꿀을 넣어 만든 꿀 리큐르로, 적당한 단맛과 향긋한 벌꿀향이 난다. 생강을 침출해 넣어 맛의 단조로움을 없앴다. 도수에 비해 목넘김이 부드럽고 은은하다.",https://thesool.com/common/imageView.do?targetId=PR00000618&targetNm=PRODUCT
8,나 와인,"리큐르, 기타주류",국내산 찹쌀 100%,10%,500ml,"나와인은 비타민E가 풍부해서 항산화작용이 있으며 국내산찹쌀 100%와 지하암반수를 사용하여 무살균, 무첨가, 무방부로 제조한다. 찹쌀의 영양소가 그대로 살아 숨 쉬는 발효주로 최초 발명특허 등록된 효소를 제조공정에 응용함으로써 자연탄산이 생성되어 목 넘김이 부드럽고 맛이 상쾌하다.",https://thesool.com/common/imageView.do?targetId=PR00000645&targetNm=PRODUCT
9,녹고의 눈물,"리큐르, 기타주류",섬오가피,16%,500ml,"녹고의 눈물은 5년 이상된 제주도의 섬오가피 뿌리만으로 순수 발효한 오가피 발효주이다. 물, 바람, 불이 만들어 낸 생명의 약초 섬오가피는 제주도의 10대 약용작물 가운데 하나이다. 알코올 도수 16도로 마시기에 부담 없는 술로 감미, 산미, 신미, 청량미가 적절한게 조화를 이루고 부드러운 점성과 바디감을 느낄 수 있다. 최근 애주가들에게 큰 주목을 받고 있는 제품이다.",https://thesool.com/common/imageView.do?targetId=PR00000612&targetNm=PRODUCT
10,녹천 소곡화주 480ml,"리큐르, 기타주류","찹쌀, 누룩, 백미 , 정제수",41%,480ml,"한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다. 소곡화주는 한산소곡주를 증류한 프리미엄 소곡주이다.",https://thesool.com/common/imageView.do?targetId=PR00000611&targetNm=PRODUCT
11,녹천 소곡화주 500ml,"리큐르, 기타주류","찹쌀, 누룩, 백미, 정제수",41%,500ml,"한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다. 소곡화주는 한산소곡주를 증류한 프리미엄 소곡주이다.",https://thesool.com/common/imageView.do?targetId=PR00000610&targetNm=PRODUCT
12,담솔,"리큐르, 기타주류","백미(함양산) 90%, 솔잎·송순(함양산) 10%",40%,"500ml,750ml",조선시대 성리학의 대가이며 동방오현의 하나인 문헌공 일두 정여창선생의 집안에서 530여 년 동안 내려오는 사대부집안의 전통명주로서 그동안 문중의 경조사와 가객접대용으로 사용된 것을 현대적 양조기술로 재탄생 시켰다. 담솔은 저온 숙성시켜 그 부드러움과 감미로움을 이끌어낸 뒤 꿀로 뒷맛을 잡아낸 고급증류주이다. 40도의 고도주임에도 목 넘김이 굉장히 부드러우며 시원하게 마셔야 제대로 된맛을 느낄 수 있다.,https://thesool.com/common/imageView.do?targetId=PR00000652&targetNm=PRODUCT
13,동강더덕주,"리큐르, 기타주류","더덕, 대추구기자, 감초, 원지",20%,360ml,"&quot;동강더덕주&quot;는 천혜의 지역 강원도에서 채취한 더덕을 원료로 사용하고 몸에 좋은 대추, 오미자, 감초 등 부재료를 넣어 100일간 빚은 강원도 영월 지역특산주이다. 더덕 한뿌리가 통째로 병에 담겨 있고 은은한 갈색빛을 띄고 있어 보기만해도 건강해질듯한 술이다.",https://thesool.com/common/imageView.do?targetId=PR00000609&targetNm=PRODUCT
14,"동백꽃, 제주","리큐르, 기타주류","동백꽃잎, 정제수, 포도당 효모",16%,365ml,"화학적 색소없이 오직 동백꽃의 붉은 색으로 색을 낸 동백꽃, 제주는 제주 붉은 누룩으로 발효하여 만들었다. 3대째 내려오는 전통방식으로 주정을 전혀 첨가하지 않고 45일동안 자연발효한다. 은은한 자연탄산의 기포를 가졌으며 마치 인삼주같은 쌉싸름한 맛과 달달한 동백꽃 향을 동시에 느낄 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000614&targetNm=PRODUCT
15,라이코펜 토마토와인,"리큐르, 기타주류",국내산 토마토,12%,"350ml,500ml","대구시 달성군은 예로부터 토마토생산지로 유명하며 토마토는 장기보관이 어려워 홍수출하로 가격이 폭락하여 농민들이 큰 피해를 보는 경우가 많은데, 이에 농촌진흥청과 대구시, 달성군농업기술센터와 계명대식품공학과가 협력하여 세계최초로 토마토와인을 생산하여 특허출원하였다. 신의 선물이라 불리는 토마토와 신의 물방울인 와인의 만남으로 더욱 특별하며 대구달성군에서 생산된 100% 토마토과육을 분쇄· 발효· 숙성시켜 토마토고유의 맛과 풍미가 살아 있다. 달콤하고 부드러운 스위트타입과 쌉쌀한 맛의 드라이타입이 있다.",https://thesool.com/common/imageView.do?targetId=PR00000646&targetNm=PRODUCT
16,르깔롱,"리큐르, 기타주류","정제수, 주정, 고과당, 죽력, 메론후레바, 레이지라임, 코코넛향, 윌튼스카이아이싱칼라",16%,500ml,"르깔롱은 추성주로 22대 대한민국 식명인에 지정된 양대수 명인이 출시한 젊은감각의 전통주이다. 담양대나무죽력과 멜론, 코코넛향 등 첨가물들의 어울림으로 다양한 맛과 향이 있는 조화로운 리큐르주이다. 오렌지주스나 에너지음료 등으로 다양한 칵테일을 만들 수 있는 메인주류로써 풍부한 향과 풍미가 있는 술이다. 국내 클럽에서 주로 판매되는 수입주류를 대체할 수 있는 최초의 클럽용 전통주로써 위축된 전통주 시장을 활성화 시킬수 있는 발판을 마련했다.",https://thesool.com/common/imageView.do?targetId=PR00000608&targetNm=PRODUCT
17,매실원주 허니,"리큐르, 기타주류","국내산 황매 80%, 청매20%",13%15%20%,300ml,"한씨 집안에서 선대로부터 내려오는 황매실에 천연꿀을 가미하여 담근 전통매실주로 매실원주는 보다 완숙한 상태에서 7월경 수확되는 황매를 이용한다. 황매는 청매에 비하여 고가인 단점이 있으나 향미가 뛰어나 최상의 원료로 최상의 제품을 만든다는 제품철학으로 황매를 이용하고 있다. (황매80%,청매20%) 매실주는 자체당분만으로 양조가 어려운 과실이기에 인위적으로 당을 첨가하여 양조하여 리큐르로 제조한다. 좋은 술을 만들겠다는 고집으로 1년 이상 숙성한 100% 매실주원액만을 사용하고 설탕대신 제주도산 천연꿀을 가미하여 다른 매실주에서 느낄 수 없는 매실 본연의 진한 풍미를 느낄 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000653&targetNm=PRODUCT
18,매실탁테일,"리큐르, 기타주류","국내산 백미, 매실천연과즙",7%,375ml,"탁주(막걸리)와 과실을 이용한 칵테일,제품명 탁테일은 2011년 식품 트렌드에 맞춰 소재(매실)와 색상(초록색)을 중심으로 한 제품의 하나이다. 매실을 전분질 원료대비 20%이상 넣어 본연의 특성을 살린 천연과실탁주이며, 배혜정도가 제품특유의 깔끔한 목 넘김에 과실본연의 풍미를 끌어올려 눈과 코, 입이 모두 즐거운 제품이다.",https://thesool.com/common/imageView.do?targetId=PR00000641&targetNm=PRODUCT
19,매아랑,"리큐르, 기타주류",국내산 매실,10.7%,750ml,"매아랑은 경남 하동군의 지리산 자락, 해발 400m청정지역에서 황매실을 발효시켜 만들었다. 당분 및 매실향이 최고조인 황매실로 방부제를 첨가하지 않고 빚어 뒷맛이 깔끔하고 부드러운 스위트타입의 매실와인이다. 황금빛의 영롱한 색은 어떠한 분위기에서도 잘 어울리며 피로회복, 소화개선, 변비개선, 피부미용 등에 좋은 매실의 효능도 느낄 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000636&targetNm=PRODUCT
20,메로니아,"리큐르, 기타주류","쌀, 국, 효모, 젖산, 멜론 향, 물엿 등",4%,750ml,"메로니아는 막걸리에 멜론특유의 달콤함을 담아 멜론 맛 아이스크림이 그대로 녹아 들어 있는 듯한 탁주이다. 일반적인 과일 막걸리는 살균을 통해 유통기한을 늘리지만, 메로니아는 독특하게 살균을 하지 않은 생 탁주로 생 막걸리 특유의 부드러움과 멜론의 향과 맛이 달콤하게 느껴져 평소 술을 좋아하지 않는 사람도 거리낌없이 즐길 수 있는 술이다.",https://thesool.com/common/imageView.do?targetId=PR00000607&targetNm=PRODUCT
21,바나나 주,"리큐르, 기타주류","쌀, 국, 정제수, 바나나 농축액, 조제종국, 효모, 물엿",4%,750ml,"달콤하면서도 향긋한 바나나 냄새 때문에, 바나나 우유를 마시는 듯한 느낌을 받는 조은술 세종의 바나나 주. 국내산 쌀로 빚어 4%의 낮은 도수를 가지고 있어 젊은 층들이 특히 좋아할 만한 술이고, 산미는 적고 단맛이 강해 누구나 부담 없이 즐길 수 있는 막걸리다.",https://thesool.com/common/imageView.do?targetId=PR00000605&targetNm=PRODUCT
22,배도가 심플리 애플,"리큐르, 기타주류","정제수, 사과즙(국산), 쌀(국산), 벌꿀(국산), 천연향료(사과향), 구연산, 국, 효모, 비타민C, 밀함유",12%,350ml,소주 특유의 향미에 신선한 사과즙의 싱싱함과 상큼함을 벌꿀의 달콤함으로 감싸 안은 제품으로 고도주의 소주가 부담스러운 분들도 편안하게 즐기실 수 있도록 시중에서 판매되는 대부분의 와인들과 같은 도수인 12도로 개발한 술이다.,https://thesool.com/common/imageView.do?targetId=PR00000757&targetNm=PRODUCT
23,백운 복분자 와인,"리큐르, 기타주류","쌀, 토종 복분자과즙",11%,360ml,"백운 복분자 와인은 쌀을 찐 다음 누룩과 물, 높은 당도의 광양 토종 복분자 과즙을 넣어 저온에서 장기간 발효한 전통주이다. 특유의 저온발효와 냉장 저장고에서 휴면발효 공법을 통해 잡냄새 없다. 여기에 여과 시 자체 개발한 항균포를 활용하여 깔끔한 맛이 자랑한다. 주류품평회에서 매년 수상한 기록을 가지고 있을만큼 복분자주의 대표적인 제품이다.",https://thesool.com/common/imageView.do?targetId=PR00000606&targetNm=PRODUCT
24,백운복분자주,"리큐르, 기타주류","국내산 쌀, 국내산 복분자",13%,360ml,"복분자는 본초강목, 동의보감 등 문헌에 기운을 돕고 피로를 풀어 몸을 가볍게 한다고 되어 있다. 쌀을 찐 다음 누룩과 물, 복분자과즙을 넣고 저온장기발효와 냉장저장고에서의 휴면발효공법으로 제조하여 잡냄새가 없고 여과 시 자체 개발된 항균포를 사용하여 깔끔한 맛이 특징이다.",https://thesool.com/common/imageView.do?targetId=PR00000639&targetNm=PRODUCT
25,볼빨간미자,"리큐르, 기타주류","물, 주정, 정백당, 오미자(국내산)",16%,375ml,아름다운 붉은 빛깔로 한 모금 마셨을때 퍼지는 오미자향과 맛이 일품이다. 5가지 맛의 국내산 오미자를 그대로 담아낸 프리미엄 리큐르이다.,https://thesool.com/common/imageView.do?targetId=PR00000782&targetNm=PRODUCT
